v;trim;geo;cod-ca;ca;cod-prv;prv;loc-num;loc-imp;loc-pm2;nav-num;nav-imp;nav-pm2
2018;1;Comunidad;11;Extremadura;98;EXTREMADURA;699;87641;794,10;264;156691;242,68
2018;1;Provincia;11;Extremadura;6;Badajoz;447;91985;836,51;167;187932;248,25
2018;1;Provincia;11;Extremadura;10;Cáceres;252;79670;716,27;97;97497;232,13
2018;1;Comunidad;12;Galicia;98;GALICIA;1848;119002;965,80;243;366967;336,11
2018;1;Provincia;12;Galicia;15;A Coruña;691;137821;1081,43;103;441803;363,69
2018;1;Provincia;12;Galicia;27;Lugo;259;87693;714,86;28;180931;289,16
2018;1;Provincia;12;Galicia;32;Ourense;286;84793;747,91;38;450783;267,61
2018;1;Provincia;12;Galicia;36;Pontevedra;612;119875;999,22;74;309317;317,02
2018;1;Comunidad;13;Comunidad de Madrid;98;COMUNIDAD DE MADRID;6924;284244;2212,31;1122;540596;798,11
2018;1;Provincia;13;Comunidad de Madrid;28;Madrid;6924;284244;2212,31;1122;540596;798,11
2018;1;Comunidad;14;Región de Murcia;98;REGIÓN DE MURCIA;1084;96239;769,51;366;176934;267,50
2018;1;Provincia;14;Región de Murcia;30;Murcia;1084;96239;769,51;366;176934;267,50
2018;1;Comunidad;15;C. Foral de Navarra;98;C. FORAL DE NAVARRA;766;95557;1012,35;229;405932;473,26
2018;1;Provincia;15;C. Foral de Navarra;31;Navarra;766;95557;1012,35;229;405932;473,26
2018;1;Comunidad;16;País Vasco;98;PAÍS VASCO;3166;145853;1467,70;574;680561;731,66
2018;1;Provincia;16;País Vasco;1;Araba / Álava;394;141633;1311,46;125;176992;489,75
2018;1;Provincia;16;País Vasco;20;Gipuzkoa;1223;154308;1612,33;203;525568;710,65
2018;1;Provincia;16;País Vasco;48;Bizkaia;1549;140371;1392,95;246;964294;816,09
2018;1;Comunidad;17;La Rioja;98;LA RIOJA;567;73170;825,24;119;490684;533,73
2018;1;Provincia;17;La Rioja;26;La Rioja;567;73170;825,24;119;490684;533,73
2018;1;Comunidad;18;Ceuta;98;CEUTA;27;133056;1773,83;4;180000;600,00
2018;1;Provincia;18;Ceuta;51;Ceuta;27;133056;1773,83;4;180000;600,00
2018;1;Comunidad;19;Melilla;98;MELILLA;31;190496;1188,40;23;292124;1147,10
2018;1;Provincia;19;Melilla;52;Melilla;31;190496;1188,40;23;292124;1147,10
2018;2;Nacional;99;ESPAÑA;99;ESPAÑA;47358;143662;1280,65;10069;394691;508,36
2018;2;Comunidad;1;Andalucía;98;ANDALUCÍA;7698;98026;1024,59;1815;212532;386,05
2018;2;Provincia;1;Andalucía;4;Almería;746;82499;761,89;114;220915;350,11
2018;2;Provincia;1;Andalucía;11;Cádiz;973;86247;938,81;275;182829;418,41
2018;2;Provincia;1;Andalucía;14;Córdoba;622;96962;941,79;248;179104;388,78
2018;2;Provincia;1;Andalucía;18;Granada;918;83445;815,25;140;228163;331,80
2018;2;Provincia;1;Andalucía;21;Huelva;373;75143;779,78;178;107909;328,91
2018;2;Provincia;1;Andalucía;23;Jaén;514;72754;761,17;105;143014;273,96
2018;2;Provincia;1;Andalucía;29;Málaga;2142;118510;1339,73;196;302640;521,98
2018;2;Provincia;1;Andalucía;41;Sevilla;1410;108728;1079,25;559;252460;385,36
2018;2;Comunidad;2;Aragón;98;ARAGÓN;1348;107412;923,54;412;669245;386,21
2018;2;Provincia;2;Aragón;22;Huesca;268;55836;686,58;63;215567;303,33
2018;2;Provincia;2;Aragón;44;Teruel;93;79471;846,22;43;292572;426,97
2018;2;Provincia;2;Aragón;50;Zaragoza;987;128358;1012,92;306;885828;407,30
2018;2;Comunidad;3;Principado de Asturias;98;PRINCIPADO DE ASTURIAS;1048;110234;873,41;136;361481;416,44
2018;2;Provincia;3;Principado de Asturias;33;Asturias;1048;110234;873,41;136;361481;416,44
2018;2;Comunidad;4;Illes Balears;98;ILLES BALEARS;1421;178371;1491,99;123;537151;821,14
2018;2;Provincia;4;Illes Balears;7;Illes Balears;1421;178371;1491,99;123;537151;821,14
2018;2;Comunidad;5;Canarias;98;CANARIAS;2303;117796;1299,22;230;531041;582,77
2018;2;Provincia;5;Canarias;35;Las Palmas;1267;112679;1436,28;138;466890;567,67
2018;2;Provincia;5;Canarias;38;Santa Cruz de Tenerife;1036;124575;1117,64;92;618434;603,35
2018;2;Comunidad;6;Cantabria;98;CANTABRIA;586;99827;1172,01;103;249178;498,39
2018;2;Provincia;6;Cantabria;39;Cantabria;586;99827;1172,01;103;249178;498,39
2018;2;Comunidad;7;Castilla y León;98;CASTILLA Y LEÓN;1985;125160;899,92;599;225487;350,82
2018;2;Provincia;7;Castilla y León;5;Ávila;101;50187;594,23;67;56238;387,65
2018;2;Provincia;7;Castilla y León;9;Burgos;413;155027;964,89;135;193631;397,39
2018;2;Provincia;7;Castilla y León;24;León;363;70023;719,32;109;364347;331,43
2018;2;Provincia;7;Castilla y León;34;Palencia;143;151561;879,02;27;237682;309,58
2018;2;Provincia;7;Castilla y León;37;Salamanca;266;159918;1093,24;78;202974;397,82
2018;2;Provincia;7;Castilla y León;40;Segovia;99;198514;951,48;46;260157;259,86
2018;2;Provincia;7;Castilla y León;42;Soria;76;50869;614,53;31;228776;260,25
2018;2;Provincia;7;Castilla y León;47;Valladolid;414;115696;978,02;86;290464;344,77
2018;2;Provincia;7;Castilla y León;49;Zamora;110;136718;865,55;20;103625;289,25
2018;2;Comunidad;8;Castilla-La Mancha;98;CASTILLA-LA MANCHA;1083;107546;766,78;691;293320;317,41
2018;2;Provincia;8;Castilla-La Mancha;2;Albacete;312;126167;851,86;133;124912;339,52
2018;2;Provincia;8;Castilla-La Mancha;13;Ciudad Real;202;120568;685,52;106;179324;280,71
2018;2;Provincia;8;Castilla-La Mancha;16;Cuenca;72;61160;649,51;45;165313;278,86
2018;2;Provincia;8;Castilla-La Mancha;19;Guadalajara;162;87458;735,51;126;630623;315,84
2018;2;Provincia;8;Castilla-La Mancha;45;Toledo;335;101391;780,25;281;213749;336,01
2018;2;Comunidad;9;Cataluña;98;CATALUÑA;8380;160711;1429,29;1552;744090;682,35
2018;2;Provincia;9;Cataluña;8;Barcelona;6467;180807;1580,92;1112;951373;794,12
2018;2;Provincia;9;Cataluña;17;Girona;731;97251;953,33;188;386013;536,33
2018;2;Provincia;9;Cataluña;25;Lleida;487;79752;658,72;116;345304;360,90
2018;2;Provincia;9;Cataluña;43;Tarragona;695;92854;994,18;136;254611;414,43
2018;2;Comunidad;10;Comunitat Valenciana;98;COMUNITAT VALENCIANA;5944;123745;920,17;1317;302943;398,20
2018;2;Provincia;10;Comunitat Valenciana;3;Alicante / Alacant;2462;134420;979,12;346;303284;396,48
2018;2;Provincia;10;Comunitat Valenciana;12;Castellón / Castelló;716;101424;731,45;278;204414;381,18
2018;2;Provincia;10;Comunitat Valenciana;46;Valencia / València;2766;120472;920,38;693;355726;408,10
2018;2;Comunidad;11;Extremadura;98;EXTREMADURA;656;93265;808,91;281;128106;253,92
2018;2;Provincia;11;Extremadura;6;Badajoz;420;90727;807,98;178;134495;257,57
2018;2;Provincia;11;Extremadura;10;Cáceres;236;97883;810,60;103;118081;248,20
2018;2;Comunidad;12;Galicia;98;GALICIA;1910;114408;944,76;244;409171;347,85
2018;2;Provincia;12;Galicia;15;A Coruña;744;136010;1066,46;118;401884;355,90
2018;2;Provincia;12;Galicia;27;Lugo;253;84589;680,99;21;161740;347,55
2018;2;Provincia;12;Galicia;32;Ourense;268;81942;682,98;36;414689;246,16
2018;2;Provincia;12;Galicia;36;Pontevedra;645;108016;982,17;69;483610;349,33
2018;2;Comunidad;13;Comunidad de Madrid;98;COMUNIDAD DE MADRID;7253;239928;2105,21;1226;492954;800,67
2018;2;Provincia;13;Comunidad de Madrid;28;Madrid;7253;239928;2105,21;1226;492954;800,67
2018;2;Comunidad;14;Región de Murcia;98;REGIÓN DE MURCIA;1112;94278;784,11;360;170331;277,17
2018;2;Provincia;14;Región de Murcia;30;Murcia;1112;94278;784,11;360;170331;277,17
2018;2;Comunidad;15;C. Foral de Navarra;98;C. FORAL DE NAVARRA;832;90705;974,81;232;363963;432,93
2018;2;Provincia;15;C. Foral de Navarra;31;Navarra;832;90705;974,81;232;363963;432,93
2018;2;Comunidad;16;País Vasco;98;PAÍS VASCO;3201;151893;1456,29;591;573600;722,33
2018;2;Provincia;16;País Vasco;1;Araba / Álava;398;171124;1435,91;144;174830;468,34
2018;2;Provincia;16;País Vasco;20;Gipuzkoa;1205;167110;1517,13;212;449538;693,43
2018;2;Provincia;16;País Vasco;48;Bizkaia;1598;137288;1418,39;235;815927;828,43
2018;2;Comunidad;17;La Rioja;98;LA RIOJA;550;92620;889,54;123;509745;496,60
2018;2;Provincia;17;La Rioja;26;La Rioja;550;92620;889,54;123;509745;496,60
2018;2;Comunidad;18;Ceuta;98;CEUTA;25;108941;1750,92;4;180000;600,00
2018;2;Provincia;18;Ceuta;51;Ceuta;25;108941;1750,92;4;180000;600,00
2018;2;Comunidad;19;Melilla;98;MELILLA;23;196927;1179,30;30;290161;1134,93
2018;2;Provincia;19;Melilla;52;Melilla;23;196927;1179,30;30;290161;1134,93
2018;3;Nacional;99;ESPAÑA;99;ESPAÑA;48112;143603;1257,31;10138;441342;516,50
2018;3;Comunidad;1;Andalucía;98;ANDALUCÍA;7730;96739;1032,65;1827;204091;375,31
2018;3;Provincia;1;Andalucía;4;Almería;790;80094;739,31;126;247962;357,94
2018;3;Provincia;1;Andalucía;11;Cádiz;1036;88865;923,21;272;163601;385,97
2018;3;Provincia;1;Andalucía;14;Córdoba;598;88682;958,57;258;155672;400,56
2018;3;Provincia;1;Andalucía;18;Granada;897;82671;834,80;139;252284;331,32
2018;3;Provincia;1;Andalucía;21;Huelva;403;79211;800,32;168;99170;320,22
2018;3;Provincia;1;Andalucía;23;Jaén;506;68488;769,10;108;141824;282,96
2018;3;Provincia;1;Andalucía;29;Málaga;2141;117141;1353,74;204;286473;519,45
2018;3;Provincia;1;Andalucía;41;Sevilla;1359;109856;1123,33;552;231059;356,83
2018;3;Comunidad;2;Aragón;98;ARAGÓN;1219;107117;929,72;429;646096;347,54
2018;3;Provincia;2;Aragón;22;Huesca;265;61933;694,61;72;233405;313,46
2018;3;Provincia;2;Aragón;44;Teruel;97;87475;930,22;40;298678;443,83
2018;3;Provincia;2;Aragón;50;Zaragoza;857;124197;1004,53;317;847805;346,91
2018;3;Comunidad;3;Principado de Asturias;98;PRINCIPADO DE ASTURIAS;1009;106431;895,81;153;398316;395,36
2018;3;Provincia;3;Principado de Asturias;33;Asturias;1009;106431;895,81;153;398316;395,36
2018;3;Comunidad;4;Illes Balears;98;ILLES BALEARS;1508;180461;1468,53;126;497322;793,12
2018;3;Provincia;4;Illes Balears;7;Illes Balears;1508;180461;1468,53;126;497322;793,12
2018;3;Comunidad;5;Canarias;98;CANARIAS;2399;122810;1339,15;222;492122;641,17
2018;3;Provincia;5;Canarias;35;Las Palmas;1272;113728;1455,35;128;448356;571,77
2018;3;Provincia;5;Canarias;38;Santa Cruz de Tenerife;1127;135373;1178,41;94;548834;731,10
2018;3;Comunidad;6;Cantabria;98;CANTABRIA;607;96500;1143,27;102;309118;447,92
2018;3;Provincia;6;Cantabria;39;Cantabria;607;96500;1143,27;102;309118;447,92
2018;3;Comunidad;7;Castilla y León;98;CASTILLA Y LEÓN;2137;121556;892,16;601;212788;359,63
2018;3;Provincia;7;Castilla y León;5;Ávila;106;55962;604,55;81;72726;376,78
2018;3;Provincia;7;Castilla y León;9;Burgos;457;140643;911,33;118;190680;447,70
2018;3;Provincia;7;Castilla y León;24;León;396;79627;749,99;107;377630;348,39
2018;3;Provincia;7;Castilla y León;34;Palencia;138;139819;849,65;29;219125;290,59
2018;3;Provincia;7;Castilla y León;37;Salamanca;291;136177;1086,38;76;184853;433,48
2018;3;Provincia;7;Castilla y León;40;Segovia;99;193166;941,09;38;392021;305,13
2018;3;Provincia;7;Castilla y León;42;Soria;85;45666;656,30;33;209324;269,91
2018;3;Provincia;7;Castilla y León;47;Valladolid;459;127173;972,17;100;231270;315,72
2018;3;Provincia;7;Castilla y León;49;Zamora;106;148372;894,68;19;112250;294,83
2018;3;Comunidad;8;Castilla-La Mancha;98;CASTILLA-LA MANCHA;1180;104513;756,98;667;641560;316,07
2018;3;Provincia;8;Castilla-La Mancha;2;Albacete;325;121733;815,49;136;288141;332,73
2018;3;Provincia;8;Castilla-La Mancha;13;Ciudad Real;245;120835;737,83;98;175977;250,18
2018;3;Provincia;8;Castilla-La Mancha;16;Cuenca;78;68177;687,50;49;150317;275,16
2018;3;Provincia;8;Castilla-La Mancha;19;Guadalajara;173;79215;698,95;116;1876045;336,67
2018;3;Provincia;8;Castilla-La Mancha;45;Toledo;359;99414;760,49;268;232362;329,51
2018;3;Comunidad;9;Cataluña;98;CATALUÑA;8370;167765;1407,35;1547;774050;662,67
2018;3;Provincia;9;Cataluña;8;Barcelona;6445;189165;1543,99;1115;982949;775,10
2018;3;Provincia;9;Cataluña;17;Girona;740;95700;997,87;189;446068;515,06
2018;3;Provincia;9;Cataluña;25;Lleida;504;76809;700,30;115;344237;340,13
2018;3;Provincia;9;Cataluña;43;Tarragona;681;102399;1004,07;128;288631;418,49
2018;3;Comunidad;10;Comunitat Valenciana;98;COMUNITAT VALENCIANA;6111;120146;892,20;1312;307763;383,35
2018;3;Provincia;10;Comunitat Valenciana;3;Alicante / Alacant;2481;134042;956,31;331;278537;399,32
2018;3;Provincia;10;Comunitat Valenciana;12;Castellón / Castelló;734;87787;689,59;293;170689;341,82
2018;3;Provincia;10;Comunitat Valenciana;46;Valencia / València;2896;117257;893,37;688;397171;399,98
2018;3;Comunidad;11;Extremadura;98;EXTREMADURA;588;92537;816,88;293;136290;254,46
2018;3;Provincia;11;Extremadura;6;Badajoz;346;85239;757,92;198;140770;265,22
2018;3;Provincia;11;Extremadura;10;Cáceres;242;103102;902,23;95;126487;230,92
2018;3;Comunidad;12;Galicia;98;GALICIA;1990;117050;943,65;241;435317;356,16
2018;3;Provincia;12;Galicia;15;A Coruña;817;132292;1041,16;127;407862;356,19
2018;3;Provincia;12;Galicia;27;Lugo;250;90904;685,78;23;146035;338,20
2018;3;Provincia;12;Galicia;32;Ourense;271;71020;601,01;30;410908;207,55
2018;3;Provincia;12;Galicia;36;Pontevedra;652;119660;1015,10;61;593991;381,28
2018;3;Comunidad;13;Comunidad de Madrid;98;COMUNIDAD DE MADRID;7445;235577;1995,41;1280;575228;847,35
2018;3;Provincia;13;Comunidad de Madrid;28;Madrid;7445;235577;1995,41;1280;575228;847,35
2018;3;Comunidad;14;Región de Murcia;98;REGIÓN DE MURCIA;1191;86017;764,32;347;194029;279,36
2018;3;Provincia;14;Región de Murcia;30;Murcia;1191;86017;764,32;347;194029;279,36
2018;3;Comunidad;15;C. Foral de Navarra;98;C. FORAL DE NAVARRA;823;98353;964,94;220;452488;428,07
2018;3;Provincia;15;C. Foral de Navarra;31;Navarra;823;98353;964,94;220;452488;428,07
2018;3;Comunidad;16;País Vasco;98;PAÍS VASCO;3178;152249;1453,75;605;704003;760,80
2018;3;Provincia;16;País Vasco;1;Araba / Álava;414;172563;1344,18;156;691768;478,88
2018;3;Provincia;16;País Vasco;20;Gipuzkoa;1194;163464;1514,86;223;443026;695,48
2018;3;Provincia;16;País Vasco;48;Bizkaia;1570;139631;1434,55;226;983834;940,24
2018;3;Comunidad;17;La Rioja;98;LA RIOJA;571;86608;885,37;135;486526;469,07
2018;3;Provincia;17;La Rioja;26;La Rioja;571;86608;885,37;135;486526;469,07
2018;3;Comunidad;18;Ceuta;98;CEUTA;32;121052;1743,56;0;0;0,00
2018;3;Provincia;18;Ceuta;51;Ceuta;32;121052;1743,56;0;0;0,00
2018;3;Comunidad;19;Melilla;98;MELILLA;24;193107;1258,32;31;307751;1163,51
2018;3;Provincia;19;Melilla;52;Melilla;24;193107;1258,32;31;307751;1163,51
2018;4;Nacional;99;ESPAÑA;99;ESPAÑA;49181;142371;1257,30;10534;438120;524,75
2018;4;Comunidad;1;Andalucía;98;ANDALUCÍA;7740;97737;1030,66;1890;192766;376,63
2018;4;Provincia;1;Andalucía;4;Almería;672;81004;743,23;136;250795;368,66
2018;4;Provincia;1;Andalucía;11;Cádiz;1071;93070;919,67;285;150183;382,20
2018;4;Provincia;1;Andalucía;14;Córdoba;628;81015;903,23;256;140002;391,82
2018;4;Provincia;1;Andalucía;18;Granada;847;89100;883,09;153;256942;343,03
2018;4;Provincia;1;Andalucía;21;Huelva;399;74242;774,85;136;117776;325,80
2018;4;Provincia;1;Andalucía;23;Jaén;508;73226;769,38;116;138281;290,14
2018;4;Provincia;1;Andalucía;29;Málaga;2210;115613;1320,08;215;257636;511,42
2018;4;Provincia;1;Andalucía;41;Sevilla;1405;110861;1126,13;593;201753;356,46
2018;4;Comunidad;2;Aragón;98;ARAGÓN;1252;108425;941,14;522;270748;389,74
2018;4;Provincia;2;Aragón;22;Huesca;264;65075;776,75;74;242414;307,56
2018;4;Provincia;2;Aragón;44;Teruel;113;80328;815,91;34;324381;409,88
2018;4;Provincia;2;Aragón;50;Zaragoza;875;126153;1011,22;414;273140;409,49
2018;4;Comunidad;3;Principado de Asturias;98;PRINCIPADO DE ASTURIAS;976;109192;887,56;160;423906;403,93
2018;4;Provincia;3;Principado de Asturias;33;Asturias;976;109192;887,56;160;423906;403,93
2018;4;Comunidad;4;Illes Balears;98;ILLES BALEARS;1421;174316;1499,68;116;460105;788,69
2018;4;Provincia;4;Illes Balears;7;Illes Balears;1421;174316;1499,68;116;460105;788,69
2018;4;Comunidad;5;Canarias;98;CANARIAS;2441;126328;1306,14;225;518507;665,63
2018;4;Provincia;5;Canarias;35;Las Palmas;1298;113444;1411,95;126;447328;581,95
2018;4;Provincia;5;Canarias;38;Santa Cruz de Tenerife;1143;143397;1165,96;99;605287;767,66
2018;4;Comunidad;6;Cantabria;98;CANTABRIA;614;84174;1158,91;128;335407;467,96
2018;4;Provincia;6;Cantabria;39;Cantabria;614;84174;1158,91;128;335407;467,96
2018;4;Comunidad;7;Castilla y León;98;CASTILLA Y LEÓN;2255;115355;888,12;610;261567;358,21
2018;4;Provincia;7;Castilla y León;5;Ávila;123;51193;599,25;86;88039;317,80
2018;4;Provincia;7;Castilla y León;9;Burgos;478;139858;988,07;111;185561;465,34
2018;4;Provincia;7;Castilla y León;24;León;402;79999;703,12;112;394688;365,52
2018;4;Provincia;7;Castilla y León;34;Palencia;152;126575;861,84;28;196542;279,80
2018;4;Provincia;7;Castilla y León;37;Salamanca;281;91296;993,30;67;174637;394,26
2018;4;Provincia;7;Castilla y León;40;Segovia;108;187046;806,43;35;1037535;332,81
2018;4;Provincia;7;Castilla y León;42;Soria;95;46991;699,10;33;244818;300,52
2018;4;Provincia;7;Castilla y León;47;Valladolid;514;133349;1006,26;121;282903;315,53
2018;4;Provincia;7;Castilla y León;49;Zamora;102;153947;873,76;17;136063;321,05
2018;4;Comunidad;8;Castilla-La Mancha;98;CASTILLA-LA MANCHA;1220;100211;741,23;689;796458;317,97
2018;4;Provincia;8;Castilla-La Mancha;2;Albacete;331;110754;805,59;134;297579;336,91
2018;4;Provincia;8;Castilla-La Mancha;13;Ciudad Real;264;118719;708,42;125;211702;270,39
2018;4;Provincia;8;Castilla-La Mancha;16;Cuenca;71;74586;670,19;47;132939;282,21
2018;4;Provincia;8;Castilla-La Mancha;19;Guadalajara;190;72319;684,45;99;2722978;342,91
2018;4;Provincia;8;Castilla-La Mancha;45;Toledo;364;99389;748,80;284;417941;321,27
2018;4;Comunidad;9;Cataluña;98;CATALUÑA;8683;166958;1389,61;1587;818855;680,13
2018;4;Provincia;9;Cataluña;8;Barcelona;6727;189146;1527,86;1135;1057370;802,94
2018;4;Provincia;9;Cataluña;17;Girona;750;96617;1033,80;197;413863;503,19
2018;4;Provincia;9;Cataluña;25;Lleida;486;71133;657,50;121;335390;320,29
2018;4;Provincia;9;Cataluña;43;Tarragona;720;100319;960,24;134;288859;432,98
2018;4;Comunidad;10;Comunitat Valenciana;98;COMUNITAT VALENCIANA;6519;115404;919,39;1415;321464;389,63
2018;4;Provincia;10;Comunitat Valenciana;3;Alicante / Alacant;2563;130837;960,66;345;285052;401,87
2018;4;Provincia;10;Comunitat Valenciana;12;Castellón / Castelló;758;91948;694,93;317;180730;336,22
2018;4;Provincia;10;Comunitat Valenciana;46;Valencia / València;3198;109345;943,50;753;408452;412,52
2018;4;Comunidad;11;Extremadura;98;EXTREMADURA;629;93351;805,91;324;157881;258,35
2018;4;Provincia;11;Extremadura;6;Badajoz;380;88679;758,29;214;166701;273,16
2018;4;Provincia;11;Extremadura;10;Cáceres;249;100427;878,02;110;139098;226,81
2018;4;Comunidad;12;Galicia;98;GALICIA;2016;114424;947,08;251;418926;356,28
2018;4;Provincia;12;Galicia;15;A Coruña;829;123411;1035,06;144;384868;358,57
2018;4;Provincia;12;Galicia;27;Lugo;261;93471;675,81;19;122484;363,93
2018;4;Provincia;12;Galicia;32;Ourense;276;75491;729,10;25;423000;195,98
2018;4;Provincia;12;Galicia;36;Pontevedra;650;122970;998,89;63;566236;370,66
2018;4;Comunidad;13;Comunidad de Madrid;98;COMUNIDAD DE MADRID;7542;241559;2025,38;1320;571898;876,27
2018;4;Provincia;13;Comunidad de Madrid;28;Madrid;7542;241559;2025,38;1320;571898;876,27
2018;4;Comunidad;14;Región de Murcia;98;REGIÓN DE MURCIA;1268;87190;780,90;370;190289;274,60
2018;4;Provincia;14;Región de Murcia;30;Murcia;1268;87190;780,90;370;190289;274,60
2018;4;Comunidad;15;C. Foral de Navarra;98;C. FORAL DE NAVARRA;872;100023;950,23;219;489063;452,33
2018;4;Provincia;15;C. Foral de Navarra;31;Navarra;872;100023;950,23;219;489063;452,33
2018;4;Comunidad;16;País Vasco;98;PAÍS VASCO;3107;134386;1422,78;561;607936;758,32
2018;4;Provincia;16;País Vasco;1;Araba / Álava;377;172441;1260,08;153;688911;509,84
2018;4;Provincia;16;País Vasco;20;Gipuzkoa;1194;132280;1395,47;213;392419;723,66
2018;4;Provincia;16;País Vasco;48;Bizkaia;1536;128571;1474,78;195;852668;909,11
2018;4;Comunidad;17;La Rioja;98;LA RIOJA;568;92073;920,16;125;446911;384,49
2018;4;Provincia;17;La Rioja;26;La Rioja;568;92073;920,16;125;446911;384,49
2018;4;Comunidad;18;Ceuta;98;CEUTA;33;139283;1963,89;0;0;0,00
2018;4;Provincia;18;Ceuta;51;Ceuta;33;139283;1963,89;0;0;0,00
2018;4;Comunidad;19;Melilla;98;MELILLA;25;203845;1060,96;22;287394;1046,75
2018;4;Provincia;19;Melilla;52;Melilla;25;203845;1060,96;22;287394;1046,75
2019;1;Nacional;99;ESPAÑA;99;ESPAÑA;50284;143013;1274,43;10851;440581;517,28
2019;1;Comunidad;1;Andalucía;98;ANDALUCÍA;7987;98770;1035,20;1947;187583;383,39
2019;1;Provincia;1;Andalucía;4;Almería;702;85002;729,89;153;230843;373,51
2019;1;Provincia;1;Andalucía;11;Cádiz;1064;95315;900,02;303;152179;377,20
2019;1;Provincia;1;Andalucía;14;Córdoba;646;92244;922,66;262;152806;380,24
2019;1;Provincia;1;Andalucía;18;Granada;867;91731;944,78;163;228786;347,08
2019;1;Provincia;1;Andalucía;21;Huelva;448;71260;777,28;114;126148;340,59
2019;1;Provincia;1;Andalucía;23;Jaén;498;72806;739,47;113;116474;289,79
2019;1;Provincia;1;Andalucía;29;Málaga;2284;114476;1329,93;227;261813;560,65
2019;1;Provincia;1;Andalucía;41;Sevilla;1478;108639;1121,95;612;190951;353,61
2019;1;Comunidad;2;Aragón;98;ARAGÓN;1279;110882;927,48;578;341178;400,15
2019;1;Provincia;2;Aragón;22;Huesca;279;78182;874,78;74;224996;302,16
2019;1;Provincia;2;Aragón;44;Teruel;118;92699;763,33;33;219039;488,51
2019;1;Provincia;2;Aragón;50;Zaragoza;882;124366;969,84;471;381489;414,77
2019;1;Comunidad;3;Principado de Asturias;98;PRINCIPADO DE ASTURIAS;1010;101278;915,42;154;427531;383,25
2019;1;Provincia;3;Principado de Asturias;33;Asturias;1010;101278;915,42;154;427531;383,25
2019;1;Comunidad;4;Illes Balears;98;ILLES BALEARS;1398;175544;1511,18;112;516372;838,10
2019;1;Provincia;4;Illes Balears;7;Illes Balears;1398;175544;1511,18;112;516372;838,10
2019;1;Comunidad;5;Canarias;98;CANARIAS;2324;133969;1442,18;230;544289;666,09
2019;1;Provincia;5;Canarias;35;Las Palmas;1202;114584;1557,05;136;496632;592,62
2019;1;Provincia;5;Canarias;38;Santa Cruz de Tenerife;1122;157875;1300,51;94;613491;772,76
2019;1;Comunidad;6;Cantabria;98;CANTABRIA;640;87209;1131,94;134;326675;499,23
2019;1;Provincia;6;Cantabria;39;Cantabria;640;87209;1131,94;134;326675;499,23
2019;1;Comunidad;7;Castilla y León;98;CASTILLA Y LEÓN;2377;109121;913,93;674;265808;342,37
2019;1;Provincia;7;Castilla y León;5;Ávila;131;60574;751,78;87;149270;338,33
2019;1;Provincia;7;Castilla y León;9;Burgos;491;113912;1014,40;107;145935;445,37
2019;1;Provincia;7;Castilla y León;24;León;402;91469;693,80;105;584600;362,66
2019;1;Provincia;7;Castilla y León;34;Palencia;173;96431;843,83;35;154582;239,51
2019;1;Provincia;7;Castilla y León;37;Salamanca;305;96111;1034,34;73;182270;365,87
2019;1;Provincia;7;Castilla y León;40;Segovia;115;112426;805,64;47;922543;335,74
2019;1;Provincia;7;Castilla y León;42;Soria;104;58807;703,26;38;285329;320,45
2019;1;Provincia;7;Castilla y León;47;Valladolid;546;141629;1047,63;162;230102;304,58
2019;1;Provincia;7;Castilla y León;49;Zamora;110;160303;891,67;20;450625;309,71
2019;1;Comunidad;8;Castilla-La Mancha;98;CASTILLA-LA MANCHA;1370;119907;792,49;784;733433;310,21
2019;1;Provincia;8;Castilla-La Mancha;2;Albacete;372;119630;798,21;132;301472;327,07
2019;1;Provincia;8;Castilla-La Mancha;13;Ciudad Real;275;143795;777,14;135;184522;251,45
2019;1;Provincia;8;Castilla-La Mancha;16;Cuenca;85;96295;841,83;49;115931;290,61
2019;1;Provincia;8;Castilla-La Mancha;19;Guadalajara;195;74095;671,32;100;2979149;353,79
2019;1;Provincia;8;Castilla-La Mancha;45;Toledo;443;133902;844,83;368;397764;310,92
2019;1;Comunidad;9;Cataluña;98;CATALUÑA;8948;161399;1387,34;1483;663627;639,96
2019;1;Provincia;9;Cataluña;8;Barcelona;6922;183156;1536,81;1030;815557;738,63
2019;1;Provincia;9;Cataluña;17;Girona;786;94055;1005,73;169;417527;529,92
2019;1;Provincia;9;Cataluña;25;Lleida;494;66322;628,03;126;376400;351,95
2019;1;Provincia;9;Cataluña;43;Tarragona;746;93102;885,44;158;251901;386,00
2019;1;Comunidad;10;Comunitat Valenciana;98;COMUNITAT VALENCIANA;6493;117201;945,83;1476;352005;398,37
2019;1;Provincia;10;Comunitat Valenciana;3;Alicante / Alacant;2511;133198;986,72;344;295200;411,34
2019;1;Provincia;10;Comunitat Valenciana;12;Castellón / Castelló;788;78130;651,64;356;261771;319,56
2019;1;Provincia;10;Comunitat Valenciana;46;Valencia / València;3194;115382;992,42;776;416853;432,73
2019;1;Comunidad;11;Extremadura;98;EXTREMADURA;618;94843;770,49;342;151382;261,32
2019;1;Provincia;11;Extremadura;6;Badajoz;375;90093;708,15;236;152041;273,50
2019;1;Provincia;11;Extremadura;10;Cáceres;243;101912;863,25;106;149876;233,52
2019;1;Comunidad;12;Galicia;98;GALICIA;2036;118506;943,96;251;577867;354,91
2019;1;Provincia;12;Galicia;15;A Coruña;874;127342;1000,36;144;576449;364,55
