v;trim;geo;cod-ca;ca;cod-prv;prv;loc-num;loc-imp;loc-pm2;nav-num;nav-imp;nav-pm2
2009;3;Comunidad;18;Ceuta;98;CEUTA;32;302789;2339,57;5;215667;540,26
2009;3;Provincia;18;Ceuta;51;Ceuta;32;302789;2339,57;5;215667;540,26
2009;3;Comunidad;19;Melilla;98;MELILLA;46;145228;1321,58;11;172012;471,54
2009;3;Provincia;19;Melilla;52;Melilla;46;145228;1321,58;11;172012;471,54
2009;4;Nacional;99;ESPAÑA;99;ESPAÑA;41188;224817;1767,46;7241;537474;716,22
2009;4;Comunidad;1;Andalucía;98;ANDALUCÍA;6921;170415;1466,27;1435;284863;560,82
2009;4;Provincia;1;Andalucía;4;Almería;635;164684;1133,18;135;272356;504,77
2009;4;Provincia;1;Andalucía;11;Cádiz;982;191915;1651,31;213;266466;563,05
2009;4;Provincia;1;Andalucía;14;Córdoba;649;180261;1348,91;135;163841;471,30
2009;4;Provincia;1;Andalucía;18;Granada;1166;119956;1174,44;116;276616;507,66
2009;4;Provincia;1;Andalucía;21;Huelva;322;205507;1821,74;116;120741;455,57
2009;4;Provincia;1;Andalucía;23;Jaén;535;99090;942,45;113;221031;414,16
2009;4;Provincia;1;Andalucía;29;Málaga;1419;213303;1858,14;157;846825;630,40
2009;4;Provincia;1;Andalucía;41;Sevilla;1213;176319;1594,70;450;237150;648,80
2009;4;Comunidad;2;Aragón;98;ARAGÓN;1036;227776;1618,28;471;432014;628,43
2009;4;Provincia;2;Aragón;22;Huesca;227;134061;1199,58;83;275592;429,21
2009;4;Provincia;2;Aragón;44;Teruel;120;112227;960,69;27;268433;321,05
2009;4;Provincia;2;Aragón;50;Zaragoza;689;279143;1875,77;361;467810;681,19
2009;4;Comunidad;3;Principado de Asturias;98;PRINCIPADO DE ASTURIAS;703;157404;1265,81;96;303943;536,77
2009;4;Provincia;3;Principado de Asturias;33;Asturias;703;157404;1265,81;96;303943;536,77
2009;4;Comunidad;4;Illes Balears;98;ILLES BALEARS;821;220680;1808,67;73;535265;1490,60
2009;4;Provincia;4;Illes Balears;7;Illes Balears;821;220680;1808,67;73;535265;1490,60
2009;4;Comunidad;5;Canarias;98;CANARIAS;1719;269045;1946,20;139;807427;842,62
2009;4;Provincia;5;Canarias;35;Las Palmas;925;331659;2306,44;84;649738;726,80
2009;4;Provincia;5;Canarias;38;Santa Cruz de Tenerife;794;202608;1563,96;55;995968;981,09
2009;4;Comunidad;6;Cantabria;98;CANTABRIA;511;155128;1703,55;73;389723;720,45
2009;4;Provincia;6;Cantabria;39;Cantabria;511;155128;1703,55;73;389723;720,45
2009;4;Comunidad;7;Castilla y León;98;CASTILLA Y LEÓN;2070;186992;1346,45;399;258825;511,62
2009;4;Provincia;7;Castilla y León;5;Ávila;152;167200;1692,12;33;180461;471,45
2009;4;Provincia;7;Castilla y León;9;Burgos;426;193880;1326,90;127;212635;526,13
2009;4;Provincia;7;Castilla y León;24;León;367;195634;1187,46;36;292259;356,15
2009;4;Provincia;7;Castilla y León;34;Palencia;110;113236;828,80;15;187504;369,60
2009;4;Provincia;7;Castilla y León;37;Salamanca;223;144712;1416,66;48;242861;561,69
2009;4;Provincia;7;Castilla y León;40;Segovia;86;145928;1367,87;17;365468;449,39
2009;4;Provincia;7;Castilla y León;42;Soria;126;107781;887,64;19;397009;425,70
2009;4;Provincia;7;Castilla y León;47;Valladolid;449;251399;1762,21;90;300628;548,83
2009;4;Provincia;7;Castilla y León;49;Zamora;131;216487;1135,07;14;93918;385,36
2009;4;Comunidad;8;Castilla-La Mancha;98;CASTILLA-LA MANCHA;1333;165497;1219,62;602;355800;470,79
2009;4;Provincia;8;Castilla-La Mancha;2;Albacete;378;113209;1008,92;193;190917;392,17
2009;4;Provincia;8;Castilla-La Mancha;13;Ciudad Real;298;186256;1257,96;85;107901;382,69
2009;4;Provincia;8;Castilla-La Mancha;16;Cuenca;127;152121;1228,80;39;546172;427,95
2009;4;Provincia;8;Castilla-La Mancha;19;Guadalajara;193;257831;1639,86;76;1264216;708,12
2009;4;Provincia;8;Castilla-La Mancha;45;Toledo;337;147786;1132,83;209;264730;500,83
2009;4;Comunidad;9;Cataluña;98;CATALUÑA;6251;286813;2052,36;947;1107471;878,39
2009;4;Provincia;9;Cataluña;8;Barcelona;4285;339673;2302,84;700;1437998;1026,35
2009;4;Provincia;9;Cataluña;17;Girona;636;188009;1759,50;93;419536;656,29
2009;4;Provincia;9;Cataluña;25;Lleida;755;156882;1262,18;82;304313;451,32
2009;4;Provincia;9;Cataluña;43;Tarragona;575;144827;1302,74;72;640580;616,99
2009;4;Comunidad;10;Comunitat Valenciana;98;COMUNITAT VALENCIANA;4743;180094;1347,17;732;461075;574,48
2009;4;Provincia;10;Comunitat Valenciana;3;Alicante / Alacant;1805;188257;1365,28;150;514548;502,50
2009;4;Provincia;10;Comunitat Valenciana;12;Castellón / Castelló;655;161661;1242,06;164;324624;488,35
2009;4;Provincia;10;Comunitat Valenciana;46;Valencia / València;2283;179600;1366,25;418;492232;625,23
2009;4;Comunidad;11;Extremadura;98;EXTREMADURA;735;133280;878,17;339;149026;358,71
2009;4;Provincia;11;Extremadura;6;Badajoz;470;146850;861,80;216;156482;383,17
2009;4;Provincia;11;Extremadura;10;Cáceres;265;111778;904,12;123;126813;285,83
2009;4;Comunidad;12;Galicia;98;GALICIA;2407;186417;1330,50;223;607182;588,30
2009;4;Provincia;12;Galicia;15;A Coruña;910;196581;1444,10;73;601127;482,11
2009;4;Provincia;12;Galicia;27;Lugo;365;118582;907,84;28;371631;622,01
2009;4;Provincia;12;Galicia;32;Ourense;332;166724;1037,93;34;354474;368,65
2009;4;Provincia;12;Galicia;36;Pontevedra;800;208759;1456,81;88;693132;680,72
2009;4;Comunidad;13;Comunidad de Madrid;98;COMUNIDAD DE MADRID;5261;368483;2957,72;672;1129583;1282,33
2009;4;Provincia;13;Comunidad de Madrid;28;Madrid;5261;368483;2957,72;672;1129583;1282,33
2009;4;Comunidad;14;Región de Murcia;98;REGIÓN DE MURCIA;1464;169664;1281,72;239;227592;431,97
2009;4;Provincia;14;Región de Murcia;30;Murcia;1464;169664;1281,72;239;227592;431,97
2009;4;Comunidad;15;C. Foral de Navarra;98;C. FORAL DE NAVARRA;793;173691;1470,77;167;373639;877,48
2009;4;Provincia;15;C. Foral de Navarra;31;Navarra;793;173691;1470,77;167;373639;877,48
2009;4;Comunidad;16;País Vasco;98;PAÍS VASCO;2671;251375;2297,58;579;716596;1116,64
2009;4;Provincia;16;País Vasco;1;Araba / Álava;383;165704;1601,72;61;705047;864,81
2009;4;Provincia;16;País Vasco;20;Gipuzkoa;914;193182;2099,44;200;580451;911,87
2009;4;Provincia;16;País Vasco;48;Bizkaia;1374;311824;2600,61;318;829706;1325,83
2009;4;Comunidad;17;La Rioja;98;LA RIOJA;1664;97206;1220,62;40;264661;612,87
2009;4;Provincia;17;La Rioja;26;La Rioja;1664;97206;1220,62;40;264661;612,87
2009;4;Comunidad;18;Ceuta;98;CEUTA;33;239962;2477,94;8;189400;841,33
2009;4;Provincia;18;Ceuta;51;Ceuta;33;239962;2477,94;8;189400;841,33
2009;4;Comunidad;19;Melilla;98;MELILLA;52;138491;1281,93;7;197683;480,46
2009;4;Provincia;19;Melilla;52;Melilla;52;138491;1281,93;7;197683;480,46
2010;1;Nacional;99;ESPAÑA;99;ESPAÑA;40157;225013;1781,44;6981;512354;736,37
2010;1;Comunidad;1;Andalucía;98;ANDALUCÍA;6764;168105;1495,27;1400;296521;675,35
2010;1;Provincia;1;Andalucía;4;Almería;596;157747;1108,08;124;177981;542,80
2010;1;Provincia;1;Andalucía;11;Cádiz;910;153528;1569,14;190;244519;579,80
2010;1;Provincia;1;Andalucía;14;Córdoba;657;179521;1379,25;119;170700;454,90
2010;1;Provincia;1;Andalucía;18;Granada;1096;113883;1194,35;122;251018;476,49
2010;1;Provincia;1;Andalucía;21;Huelva;303;198666;1882,89;139;116385;525,84
2010;1;Provincia;1;Andalucía;23;Jaén;499;98187;935,05;109;235473;448,36
2010;1;Provincia;1;Andalucía;29;Málaga;1464;224565;1949,30;164;787695;627,73
2010;1;Provincia;1;Andalucía;41;Sevilla;1239;189125;1657,46;433;320602;957,88
2010;1;Comunidad;2;Aragón;98;ARAGÓN;963;212344;1588,84;330;362831;514,39
2010;1;Provincia;2;Aragón;22;Huesca;233;123430;1134,97;55;279228;424,50
2010;1;Provincia;2;Aragón;44;Teruel;117;105882;970,14;33;221480;307,48
2010;1;Provincia;2;Aragón;50;Zaragoza;613;269523;1898,60;242;418204;584,04
2010;1;Comunidad;3;Principado de Asturias;98;PRINCIPADO DE ASTURIAS;772;153808;1240,20;116;439848;567,94
2010;1;Provincia;3;Principado de Asturias;33;Asturias;772;153808;1240,20;116;439848;567,94
2010;1;Comunidad;4;Illes Balears;98;ILLES BALEARS;836;235912;1864,19;80;545737;1331,39
2010;1;Provincia;4;Illes Balears;7;Illes Balears;836;235912;1864,19;80;545737;1331,39
2010;1;Comunidad;5;Canarias;98;CANARIAS;1643;210481;1841,91;144;709969;745,78
2010;1;Provincia;5;Canarias;35;Las Palmas;881;242581;2190,85;92;557589;641,11
2010;1;Provincia;5;Canarias;38;Santa Cruz de Tenerife;762;175784;1464,74;52;953050;912,75
2010;1;Comunidad;6;Cantabria;98;CANTABRIA;594;150854;1709,44;80;361548;625,84
2010;1;Provincia;6;Cantabria;39;Cantabria;594;150854;1709,44;80;361548;625,84
2010;1;Comunidad;7;Castilla y León;98;CASTILLA Y LEÓN;2077;190663;1380,03;408;265284;520,31
2010;1;Provincia;7;Castilla y León;5;Ávila;151;155703;1643,63;30;181333;471,21
2010;1;Provincia;7;Castilla y León;9;Burgos;408;188986;1364,15;132;217406;520,34
2010;1;Provincia;7;Castilla y León;24;León;387;214665;1159,51;37;405676;328,62
2010;1;Provincia;7;Castilla y León;34;Palencia;120;94581;836,21;19;173558;396,68
2010;1;Provincia;7;Castilla y León;37;Salamanca;249;160489;1467,63;41;200811;547,27
2010;1;Provincia;7;Castilla y León;40;Segovia;82;140264;1408,81;20;324243;559,87
2010;1;Provincia;7;Castilla y León;42;Soria;115;159563;1266,82;17;510912;541,69
2010;1;Provincia;7;Castilla y León;47;Valladolid;441;237931;1759,33;102;288417;565,44
2010;1;Provincia;7;Castilla y León;49;Zamora;124;226894;1184,12;10;80127;337,93
2010;1;Comunidad;8;Castilla-La Mancha;98;CASTILLA-LA MANCHA;1221;176723;1179,36;574;308693;461,97
2010;1;Provincia;8;Castilla-La Mancha;2;Albacete;362;110324;968,65;185;184727;403,38
2010;1;Provincia;8;Castilla-La Mancha;13;Ciudad Real;278;198997;1241,69;79;108805;383,93
2010;1;Provincia;8;Castilla-La Mancha;16;Cuenca;128;145543;1188,92;42;409887;358,46
2010;1;Provincia;8;Castilla-La Mancha;19;Guadalajara;180;247697;1488,40;85;727011;621,39
2010;1;Provincia;8;Castilla-La Mancha;45;Toledo;273;205312;1162,02;183;294896;489,67
2010;1;Comunidad;9;Cataluña;98;CATALUÑA;5598;288405;2082,64;954;1135317;945,66
2010;1;Provincia;9;Cataluña;8;Barcelona;3968;332500;2304,91;725;1431714;1098,41
2010;1;Provincia;9;Cataluña;17;Girona;575;211347;1801,05;84;470158;651,72
2010;1;Provincia;9;Cataluña;25;Lleida;476;158065;1327,36;71;370309;490,21
2010;1;Provincia;9;Cataluña;43;Tarragona;579;160532;1396,20;74;497908;614,47
2010;1;Comunidad;10;Comunitat Valenciana;98;COMUNITAT VALENCIANA;4665;159274;1310,41;731;428014;568,88
2010;1;Provincia;10;Comunitat Valenciana;3;Alicante / Alacant;1755;151559;1293,21;152;369504;529,66
2010;1;Provincia;10;Comunitat Valenciana;12;Castellón / Castelló;611;165688;1264,38;164;256498;491,71
2010;1;Provincia;10;Comunitat Valenciana;46;Valencia / València;2299;163015;1336,40;415;503749;606,35
2010;1;Comunidad;11;Extremadura;98;EXTREMADURA;706;131125;900,36;317;155432;312,86
2010;1;Provincia;11;Extremadura;6;Badajoz;458;116524;873,99;196;171021;329,31
2010;1;Provincia;11;Extremadura;10;Cáceres;248;155017;943,51;121;106487;261,21
2010;1;Comunidad;12;Galicia;98;GALICIA;2377;198457;1364,08;198;618162;561,44
2010;1;Provincia;12;Galicia;15;A Coruña;916;199878;1455,73;73;516782;446,80
2010;1;Provincia;12;Galicia;27;Lugo;323;137543;1036,29;23;352140;689,37
2010;1;Provincia;12;Galicia;32;Ourense;322;182855;969,70;35;333029;369,89
2010;1;Provincia;12;Galicia;36;Pontevedra;816;223833;1489,55;67;819252;670,96
2010;1;Comunidad;13;Comunidad de Madrid;98;COMUNIDAD DE MADRID;5207;390027;2966,72;668;866572;1205,97
2010;1;Provincia;13;Comunidad de Madrid;28;Madrid;5207;390027;2966,72;668;866572;1205,97
2010;1;Comunidad;14;Región de Murcia;98;REGIÓN DE MURCIA;1332;181047;1343,56;221;239204;398,87
2010;1;Provincia;14;Región de Murcia;30;Murcia;1332;181047;1343,56;221;239204;398,87
2010;1;Comunidad;15;C. Foral de Navarra;98;C. FORAL DE NAVARRA;796;175555;1509,99;185;381342;852,59
2010;1;Provincia;15;C. Foral de Navarra;31;Navarra;796;175555;1509,99;185;381342;852,59
2010;1;Comunidad;16;País Vasco;98;PAÍS VASCO;2736;248615;2246,37;516;620990;1123,65
2010;1;Provincia;16;País Vasco;1;Araba / Álava;374;155791;1464,78;62;560038;726,20
2010;1;Provincia;16;País Vasco;20;Gipuzkoa;929;209230;2183,59;156;564628;805,97
2010;1;Provincia;16;País Vasco;48;Bizkaia;1433;296100;2468,38;298;665926;1386,48
2010;1;Comunidad;17;La Rioja;98;LA RIOJA;1795;98550;1203,62;40;276832;540,18
2010;1;Provincia;17;La Rioja;26;La Rioja;1795;98550;1203,62;40;276832;540,18
2010;1;Comunidad;18;Ceuta;98;CEUTA;27;222392;2356,66;9;193857;870,66
2010;1;Provincia;18;Ceuta;51;Ceuta;27;222392;2356,66;9;193857;870,66
2010;1;Comunidad;19;Melilla;98;MELILLA;48;115708;1234,53;10;196499;574,29
2010;1;Provincia;19;Melilla;52;Melilla;48;115708;1234,53;10;196499;574,29
2010;2;Nacional;99;ESPAÑA;99;ESPAÑA;40213;221441;1770,03;6796;504184;731,21
2010;2;Comunidad;1;Andalucía;98;ANDALUCÍA;6823;170332;1456,41;1314;317717;686,40
2010;2;Provincia;1;Andalucía;4;Almería;587;148279;1163,79;122;164519;495,99
2010;2;Provincia;1;Andalucía;11;Cádiz;923;142826;1513,21;182;255546;603,43
2010;2;Provincia;1;Andalucía;14;Córdoba;746;159208;1340,13;115;167033;476,95
2010;2;Provincia;1;Andalucía;18;Granada;1049;141322;1152,49;119;299845;495,83
2010;2;Provincia;1;Andalucía;21;Huelva;308;222717;1744,28;133;116625;557,26
2010;2;Provincia;1;Andalucía;23;Jaén;476;95384;914,37;108;205118;415,21
2010;2;Provincia;1;Andalucía;29;Málaga;1445;231550;1827,52;163;713512;672,22
2010;2;Provincia;1;Andalucía;41;Sevilla;1289;187504;1648,04;372;385897;992,31
2010;2;Comunidad;2;Aragón;98;ARAGÓN;961;188164;1500,90;371;392256;502,53
2010;2;Provincia;2;Aragón;22;Huesca;207;135738;1142,43;64;243472;425,46
2010;2;Provincia;2;Aragón;44;Teruel;113;96912;825,23;33;223290;295,02
2010;2;Provincia;2;Aragón;50;Zaragoza;641;222808;1748,64;274;459738;553,85
2010;2;Comunidad;3;Principado de Asturias;98;PRINCIPADO DE ASTURIAS;813;152168;1280,22;110;461306;560,16
2010;2;Provincia;3;Principado de Asturias;33;Asturias;813;152168;1280,22;110;461306;560,16
2010;2;Comunidad;4;Illes Balears;98;ILLES BALEARS;827;229062;1905,46;85;539302;1179,43
2010;2;Provincia;4;Illes Balears;7;Illes Balears;827;229062;1905,46;85;539302;1179,43
2010;2;Comunidad;5;Canarias;98;CANARIAS;1677;217563;1819,17;141;770131;814,76
2010;2;Provincia;5;Canarias;35;Las Palmas;880;253418;2145,32;88;658472;713,65
2010;2;Provincia;5;Canarias;38;Santa Cruz de Tenerife;797;178276;1461,80;53;933897;963,05
2010;2;Comunidad;6;Cantabria;98;CANTABRIA;552;157776;1689,17;74;369711;752,64
2010;2;Provincia;6;Cantabria;39;Cantabria;552;157776;1689,17;74;369711;752,64
2010;2;Comunidad;7;Castilla y León;98;CASTILLA Y LEÓN;2162;192385;1377,29;419;269735;526,70
2010;2;Provincia;7;Castilla y León;5;Ávila;147;167492;1662,56;26;149663;440,86
2010;2;Provincia;7;Castilla y León;9;Burgos;425;202668;1475,94;150;197977;561,47
2010;2;Provincia;7;Castilla y León;24;León;414;211655;1160,17;37;377499;319,82
2010;2;Provincia;7;Castilla y León;34;Palencia;142;81280;886,98;17;192032;369,74
2010;2;Provincia;7;Castilla y León;37;Salamanca;278;147010;1470,12;42;286280;559,85
2010;2;Provincia;7;Castilla y León;40;Segovia;98;381034;1300,01;17;275529;550,10
2010;2;Provincia;7;Castilla y León;42;Soria;122;154924;1362,80;19;542624;531,50
2010;2;Provincia;7;Castilla y León;47;Valladolid;425;192333;1593,63;100;299574;542,48
2010;2;Provincia;7;Castilla y León;49;Zamora;111;241580;1236,64;11;100000;564,97
2010;2;Comunidad;8;Castilla-La Mancha;98;CASTILLA-LA MANCHA;1164;184823;1217,20;524;268659;444,05
2010;2;Provincia;8;Castilla-La Mancha;2;Albacete;334;127241;991,77;172;167407;388,23
2010;2;Provincia;8;Castilla-La Mancha;13;Ciudad Real;264;204083;1346,05;65;140563;366,58
2010;2;Provincia;8;Castilla-La Mancha;16;Cuenca;109;151233;1179,18;40;388050;345,41
2010;2;Provincia;8;Castilla-La Mancha;19;Guadalajara;167;235710;1452,18;74;522591;584,46
2010;2;Provincia;8;Castilla-La Mancha;45;Toledo;290;218813;1240,45;173;279277;476,37
2010;2;Comunidad;9;Cataluña;98;CATALUÑA;5532;263706;2026,53;913;1102030;876,93
2010;2;Provincia;9;Cataluña;8;Barcelona;3955;301147;2267,26;693;1433044;1023,16
2010;2;Provincia;9;Cataluña;17;Girona;569;217138;1636,11;75;426245;606,27
2010;2;Provincia;9;Cataluña;25;Lleida;431;129866;1214,90;68;346712;494,93
2010;2;Provincia;9;Cataluña;43;Tarragona;577;150349;1358,74;77;348276;562,58
2010;2;Comunidad;10;Comunitat Valenciana;98;COMUNITAT VALENCIANA;4617;155055;1290,77;709;421348;572,25
2010;2;Provincia;10;Comunitat Valenciana;3;Alicante / Alacant;1685;145369;1289,49;161;360757;541,44
2010;2;Provincia;10;Comunitat Valenciana;12;Castellón / Castelló;588;159724;1243,63;130;279882;535,61
2010;2;Provincia;10;Comunitat Valenciana;46;Valencia / València;2344;160504;1304,97;418;493819;595,90
2010;2;Comunidad;11;Extremadura;98;EXTREMADURA;715;137796;983,33;360;163880;295,02
2010;2;Provincia;11;Extremadura;6;Badajoz;468;120986;942,10;222;180664;311,48
2010;2;Provincia;11;Extremadura;10;Cáceres;247;166601;1053,99;138;106733;239,01
2010;2;Comunidad;12;Galicia;98;GALICIA;2359;212298;1351,45;193;695770;683,91
2010;2;Provincia;12;Galicia;15;A Coruña;885;179100;1396,34;81;730679;812,76
2010;2;Provincia;12;Galicia;27;Lugo;361;259572;1141,72;28;497690;625,47
2010;2;Provincia;12;Galicia;32;Ourense;329;191536;992,32;28;392175;415,44
2010;2;Provincia;12;Galicia;36;Pontevedra;784;240179;1489,68;56;769193;584,39
2010;2;Comunidad;13;Comunidad de Madrid;98;COMUNIDAD DE MADRID;5381;378276;2974,62;652;782040;1159,75
2010;2;Provincia;13;Comunidad de Madrid;28;Madrid;5381;378276;2974,62;652;782040;1159,75
2010;2;Comunidad;14;Región de Murcia;98;REGIÓN DE MURCIA;1406;177299;1286,64;200;237433;393,69
2010;2;Provincia;14;Región de Murcia;30;Murcia;1406;177299;1286,64;200;237433;393,69
2010;2;Comunidad;15;C. Foral de Navarra;98;C. FORAL DE NAVARRA;772;165416;1504,80;189;419438;822,28
2010;2;Provincia;15;C. Foral de Navarra;31;Navarra;772;165416;1504,80;189;419438;822,28
2010;2;Comunidad;16;País Vasco;98;PAÍS VASCO;2864;253958;2263,73;489;649968;1216,46
2010;2;Provincia;16;País Vasco;1;Araba / Álava;393;158370;1458,36;58;504218;744,60
2010;2;Provincia;16;País Vasco;20;Gipuzkoa;1008;204865;2157,58;140;596759;867,99
2010;2;Provincia;16;País Vasco;48;Bizkaia;1463;309754;2522,24;291;700773;1475,97
2010;2;Comunidad;17;La Rioja;98;LA RIOJA;1513;93435;1176,96;34;306282;541,47
2010;2;Provincia;17;La Rioja;26;La Rioja;1513;93435;1176,96;34;306282;541,47
2010;2;Comunidad;18;Ceuta;98;CEUTA;32;223336;2334,50;7;153684;874,26
2010;2;Provincia;18;Ceuta;51;Ceuta;32;223336;2334,50;7;153684;874,26
2010;2;Comunidad;19;Melilla;98;MELILLA;43;101915;1032,87;12;225354;673,40
2010;2;Provincia;19;Melilla;52;Melilla;43;101915;1032,87;12;225354;673,40
2010;3;Nacional;99;ESPAÑA;99;ESPAÑA;40424;223776;1786,69;6736;500939;726,41
2010;3;Comunidad;1;Andalucía;98;ANDALUCÍA;6748;170600;1470,32;1266;315049;684,47
2010;3;Provincia;1;Andalucía;4;Almería;577;165937;1210,70;103;173435;509,03
2010;3;Provincia;1;Andalucía;11;Cádiz;831;138750;1507,70;186;218524;577,60
2010;3;Provincia;1;Andalucía;14;Córdoba;747;152102;1329,73;105;182571;496,22
2010;3;Provincia;1;Andalucía;18;Granada;1027;151203;1166,19;113;313964;487,31
2010;3;Provincia;1;Andalucía;21;Huelva;301;227774;1729,70;119;122776;660,04
2010;3;Provincia;1;Andalucía;23;Jaén;506;96867;934,91;101;164626;360,10
2010;3;Provincia;1;Andalucía;29;Málaga;1567;215540;1803,71;168;731333;688,76
2010;3;Provincia;1;Andalucía;41;Sevilla;1192;190204;1685,67;371;380385;958,06
2010;3;Comunidad;2;Aragón;98;ARAGÓN;955;161114;1506,22;368;505099;544,06
2010;3;Provincia;2;Aragón;22;Huesca;213;128226;1219,45;73;250858;414,34
2010;3;Provincia;2;Aragón;44;Teruel;110;91130;864,81;33;227298;335,39
2010;3;Provincia;2;Aragón;50;Zaragoza;632;184606;1716,95;262;615758;609,14
2010;3;Comunidad;3;Principado de Asturias;98;PRINCIPADO DE ASTURIAS;913;168440;1377,62;110;512313;567,17
2010;3;Provincia;3;Principado de Asturias;33;Asturias;913;168440;1377,62;110;512313;567,17
2010;3;Comunidad;4;Illes Balears;98;ILLES BALEARS;862;214555;1928,10;82;635193;1148,02
2010;3;Provincia;4;Illes Balears;7;Illes Balears;862;214555;1928,10;82;635193;1148,02
2010;3;Comunidad;5;Canarias;98;CANARIAS;1578;199278;1709,24;144;728209;839,28
2010;3;Provincia;5;Canarias;35;Las Palmas;800;227303;1971,28;92;702012;731,20
2010;3;Provincia;5;Canarias;38;Santa Cruz de Tenerife;778;170646;1441,53;52;766958;999,15
2010;3;Comunidad;6;Cantabria;98;CANTABRIA;581;145778;1679,77;87;350626;737,45
2010;3;Provincia;6;Cantabria;39;Cantabria;581;145778;1679,77;87;350626;737,45
2010;3;Comunidad;7;Castilla y León;98;CASTILLA Y LEÓN;2226;195227;1396,42;422;268525;520,98
2010;3;Provincia;7;Castilla y León;5;Ávila;155;142211;1391,21;35;133167;458,43
2010;3;Provincia;7;Castilla y León;9;Burgos;422;192125;1520,36;101;197155;604,42
2010;3;Provincia;7;Castilla y León;24;León;425;201350;1162,24;41;430390;342,07
2010;3;Provincia;7;Castilla y León;34;Palencia;161;97333;954,07;19;147795;350,25
2010;3;Provincia;7;Castilla y León;37;Salamanca;270;148074;1549,07;47;291630;544,88
2010;3;Provincia;7;Castilla y León;40;Segovia;88;388972;1315,22;25;296640;578,94
2010;3;Provincia;7;Castilla y León;42;Soria;116;159485;1389,85;24;274274;464,30
2010;3;Provincia;7;Castilla y León;47;Valladolid;476;226402;1613,31;115;307779;523,90
2010;3;Provincia;7;Castilla y León;49;Zamora;113;255707;1294,58;15;112500;417,72
2010;3;Comunidad;8;Castilla-La Mancha;98;CASTILLA-LA MANCHA;1192;177053;1254,09;537;241948;442,63
2010;3;Provincia;8;Castilla-La Mancha;2;Albacete;354;134241;1026,29;144;130700;379,25
2010;3;Provincia;8;Castilla-La Mancha;13;Ciudad Real;303;202703;1398,63;71;141363;383,60
2010;3;Provincia;8;Castilla-La Mancha;16;Cuenca;103;165025;1216,47;44;215885;336,18
2010;3;Provincia;8;Castilla-La Mancha;19;Guadalajara;132;188359;1413,50;76;412406;568,21
2010;3;Provincia;8;Castilla-La Mancha;45;Toledo;300;198329;1304,43;202;282375;466,46
2010;3;Comunidad;9;Cataluña;98;CATALUÑA;5770;278034;2029,18;875;1082592;848,95
2010;3;Provincia;9;Cataluña;8;Barcelona;4094;322505;2285,70;633;1422313;1007,00
2010;3;Provincia;9;Cataluña;17;Girona;580;218335;1602,82;94;535215;594,64
2010;3;Provincia;9;Cataluña;25;Lleida;452;129635;1211,08;69;332577;480,35
2010;3;Provincia;9;Cataluña;43;Tarragona;644;148070;1335,14;79;379544;540,49
2010;3;Comunidad;10;Comunitat Valenciana;98;COMUNITAT VALENCIANA;4708;157668;1298,49;704;451627;561,20
2010;3;Provincia;10;Comunitat Valenciana;3;Alicante / Alacant;1696;154735;1257,96;170;360818;537,88
2010;3;Provincia;10;Comunitat Valenciana;12;Castellón / Castelló;583;175350;1196,38;128;279721;514,16
2010;3;Provincia;10;Comunitat Valenciana;46;Valencia / València;2429;154809;1351,51;406;542532;585,59
2010;3;Comunidad;11;Extremadura;98;EXTREMADURA;691;138491;1006,87;359;155557;279,66
2010;3;Provincia;11;Extremadura;6;Badajoz;436;125398;977,97;228;177516;299,31
2010;3;Provincia;11;Extremadura;10;Cáceres;255;160074;1054,50;131;86190;217,59
2010;3;Comunidad;12;Galicia;98;GALICIA;2349;198229;1289,41;170;672661;651,59
2010;3;Provincia;12;Galicia;15;A Coruña;866;172970;1380,64;81;625083;769,13
2010;3;Provincia;12;Galicia;27;Lugo;371;233182;1074,26;21;566277;646,29
2010;3;Provincia;12;Galicia;32;Ourense;323;183584;879,04;18;368781;370,61
2010;3;Provincia;12;Galicia;36;Pontevedra;789;216951;1402,24;50;883489;524,61
2010;3;Comunidad;13;Comunidad de Madrid;98;COMUNIDAD DE MADRID;5169;385982;3037,45;707;661385;1085,59
2010;3;Provincia;13;Comunidad de Madrid;28;Madrid;5169;385982;3037,45;707;661385;1085,59
2010;3;Comunidad;14;Región de Murcia;98;REGIÓN DE MURCIA;1406;187950;1315,16;198;234957;371,49
2010;3;Provincia;14;Región de Murcia;30;Murcia;1406;187950;1315,16;198;234957;371,49
2010;3;Comunidad;15;C. Foral de Navarra;98;C. FORAL DE NAVARRA;789;161114;1512,18;184;407262;763,73
2010;3;Provincia;15;C. Foral de Navarra;31;Navarra;789;161114;1512,18;184;407262;763,73
2010;3;Comunidad;16;País Vasco;98;PAÍS VASCO;2913;277752;2431,56;464;645985;1262,97
2010;3;Provincia;16;País Vasco;1;Araba / Álava;367;180010;1636,19;59;495750;726,94
2010;3;Provincia;16;País Vasco;20;Gipuzkoa;1047;207785;2174,36;138;613986;983,48
2010;3;Provincia;16;País Vasco;48;Bizkaia;1499;345522;2771,31;267;686922;1497,98
2010;3;Comunidad;17;La Rioja;98;LA RIOJA;1489;118499;1330,43;40;191649;499,24
2010;3;Provincia;17;La Rioja;26;La Rioja;1489;118499;1330,43;40;191649;499,24
2010;3;Comunidad;18;Ceuta;98;CEUTA;40;221840;2395,20;9;157444;835,94
2010;3;Provincia;18;Ceuta;51;Ceuta;40;221840;2395,20;9;157444;835,94
