ano,trim,geo,cod-ca,ca,cod-prv,prv,viv-num,viv-imp,viv-pm2,gar-num,gar-imp,gar-pm2,tras-num,tras-imp,tras-pm2,Unnamed: 16,sector,v,loc-num,loc-imp,loc-pm2,nav-num,nav-imp,nav-pm2
2007.0,1,Nacional,99,ESPAÑA,99,ESPAÑA,893310.0,174711.0,"1961,66",345635.0,16844.0,"1160,21",66561.0,6044.0,"984,48",,residential,,,,,,,
2007.0,1,Comunidad,1,Andalucía,98,ANDALUCÍA,176557.0,140505.0,"1458,45",60792.0,16087.0,"930,40",10691.0,6000.0,"902,23",,residential,,,,,,,
2007.0,1,Provincia,1,Andalucía,4,Almería,21968.0,126541.0,"1471,91",7130.0,15716.0,"946,15",1024.0,4547.0,"777,96",,residential,,,,,,,
2007.0,1,Provincia,1,Andalucía,11,Cádiz,27166.0,140283.0,"1423,03",7176.0,15482.0,"898,21",1111.0,5613.0,"819,35",,residential,,,,,,,
2007.0,1,Provincia,1,Andalucía,14,Córdoba,11872.0,116923.0,"1187,94",5323.0,14322.0,"753,53",499.0,5033.0,"677,64",,residential,,,,,,,
2007.0,1,Provincia,1,Andalucía,18,Granada,17086.0,124999.0,"1284,45",7222.0,14463.0,"785,19",1209.0,4646.0,"688,71",,residential,,,,,,,
2007.0,1,Provincia,1,Andalucía,21,Huelva,11930.0,143299.0,"1506,86",2528.0,17413.0,"1045,15",623.0,5400.0,"943,77",,residential,,,,,,,
2007.0,1,Provincia,1,Andalucía,23,Jaén,9019.0,94765.0,"909,55",3158.0,10945.0,"790,40",586.0,5588.0,"851,43",,residential,,,,,,,
2007.0,1,Provincia,1,Andalucía,29,Málaga,43279.0,174453.0,"1795,08",16368.0,18310.0,"963,10",3771.0,7073.0,"1009,93",,residential,,,,,,,
2007.0,1,Provincia,1,Andalucía,41,Sevilla,34237.0,134073.0,"1343,52",11887.0,16650.0,"1078,57",1868.0,6406.0,"1005,94",,residential,,,,,,,
2007.0,1,Comunidad,2,Aragón,98,ARAGÓN,23005.0,177662.0,"2139,55",8867.0,17050.0,"1218,31",3718.0,5711.0,"939,13",,residential,,,,,,,
2007.0,1,Provincia,2,Aragón,22,Huesca,5469.0,148996.0,"1876,77",2969.0,14285.0,"932,12",1568.0,4348.0,"660,31",,residential,,,,,,,
2007.0,1,Provincia,2,Aragón,44,Teruel,2077.0,100112.0,"1002,34",556.0,14950.0,"1118,62",192.0,4762.0,"728,27",,residential,,,,,,,
2007.0,1,Provincia,2,Aragón,50,Zaragoza,15459.0,194623.0,"2337,39",5342.0,18805.0,"1387,71",1958.0,6772.0,"1157,59",,residential,,,,,,,
2007.0,1,Comunidad,3,Principado de Asturias,98,PRINCIPADO DE ASTURIAS,18780.0,124730.0,"1531,29",10589.0,13181.0,"974,60",2749.0,4403.0,"855,20",,residential,,,,,,,
2007.0,1,Provincia,3,Principado de Asturias,33,Asturias,18780.0,124730.0,"1531,29",10589.0,13181.0,"974,60",2749.0,4403.0,"855,20",,residential,,,,,,,
2007.0,1,Comunidad,4,Illes Balears,98,ILLES BALEARS,25370.0,180250.0,"2010,85",10079.0,15291.0,"1224,78",1732.0,5049.0,"1023,33",,residential,,,,,,,
2007.0,1,Provincia,4,Illes Balears,7,Illes Balears,25370.0,180250.0,"2010,85",10079.0,15291.0,"1224,78",1732.0,5049.0,"1023,33",,residential,,,,,,,
2007.0,1,Comunidad,5,Canarias,98,CANARIAS,42665.0,126744.0,"1575,50",13198.0,16424.0,"1145,51",2427.0,4914.0,"945,46",,residential,,,,,,,
2007.0,1,Provincia,5,Canarias,35,Las Palmas,22095.0,124839.0,"1571,27",6477.0,18574.0,"1278,77",1372.0,5269.0,"1020,57",,residential,,,,,,,
2007.0,1,Provincia,5,Canarias,38,Santa Cruz de Tenerife,20570.0,128674.0,"1579,78",6721.0,14265.0,"1011,68",1055.0,4441.0,"845,49",,residential,,,,,,,
2007.0,1,Comunidad,6,Cantabria,98,CANTABRIA,12661.0,157852.0,"1784,71",5736.0,15697.0,"937,31",1325.0,6589.0,"930,46",,residential,,,,,,,
2007.0,1,Provincia,6,Cantabria,39,Cantabria,12661.0,157852.0,"1784,71",5736.0,15697.0,"937,31",1325.0,6589.0,"930,46",,residential,,,,,,,
2007.0,1,Comunidad,7,Castilla y León,98,CASTILLA Y LEÓN,47244.0,134353.0,"1386,69",19413.0,13900.0,"999,41",3745.0,5101.0,"853,47",,residential,,,,,,,
2007.0,1,Provincia,7,Castilla y León,5,Ávila,2875.0,105161.0,"1100,15",865.0,10069.0,"714,99",147.0,3559.0,"619,09",,residential,,,,,,,
2007.0,1,Provincia,7,Castilla y León,9,Burgos,7194.0,156629.0,"1684,09",3326.0,16744.0,"1169,12",908.0,7381.0,"1149,90",,residential,,,,,,,
2007.0,1,Provincia,7,Castilla y León,24,León,9234.0,112712.0,"1161,38",4285.0,10026.0,"814,15",335.0,3686.0,"526,39",,residential,,,,,,,
2007.0,1,Provincia,7,Castilla y León,34,Palencia,2851.0,112642.0,"1125,44",739.0,17467.0,"1233,46",385.0,4675.0,"976,51",,residential,,,,,,,
2007.0,1,Provincia,7,Castilla y León,37,Salamanca,7066.0,127989.0,"1373,73",3157.0,16445.0,"1112,30",360.0,5392.0,"811,56",,residential,,,,,,,
2007.0,1,Provincia,7,Castilla y León,40,Segovia,3228.0,146279.0,"1413,62",835.0,13661.0,"906,93",238.0,3807.0,"644,86",,residential,,,,,,,
2007.0,1,Provincia,7,Castilla y León,42,Soria,1971.0,128604.0,"1365,17",1166.0,12673.0,"828,72",189.0,3840.0,"614,89",,residential,,,,,,,
2007.0,1,Provincia,7,Castilla y León,47,Valladolid,9759.0,167285.0,"1687,67",3778.0,15754.0,"1137,30",766.0,5219.0,"900,92",,residential,,,,,,,
2007.0,1,Provincia,7,Castilla y León,49,Zamora,3066.0,108108.0,"1069,11",1262.0,10031.0,"802,14",417.0,3648.0,"697,83",,residential,,,,,,,
2007.0,1,Comunidad,8,Castilla-La Mancha,98,CASTILLA-LA MANCHA,38654.0,133266.0,"1181,90",9442.0,11891.0,"805,47",2465.0,4690.0,"757,91",,residential,,,,,,,
2007.0,1,Provincia,8,Castilla-La Mancha,2,Albacete,6431.0,101532.0,"1002,73",2470.0,11778.0,"866,45",695.0,4443.0,"793,57",,residential,,,,,,,
2007.0,1,Provincia,8,Castilla-La Mancha,13,Ciudad Real,8548.0,97844.0,"962,61",2954.0,11517.0,"728,51",675.0,3874.0,"717,03",,residential,,,,,,,
2007.0,1,Provincia,8,Castilla-La Mancha,16,Cuenca,3620.0,105232.0,"1040,88",795.0,10722.0,"773,17",205.0,5899.0,"787,00",,residential,,,,,,,
2007.0,1,Provincia,8,Castilla-La Mancha,19,Guadalajara,6554.0,167733.0,"1499,66",1323.0,12399.0,"757,90",291.0,5697.0,"776,34",,residential,,,,,,,
2007.0,1,Provincia,8,Castilla-La Mancha,45,Toledo,13501.0,156126.0,"1256,82",1900.0,12668.0,"899,85",599.0,4840.0,"735,32",,residential,,,,,,,
2007.0,1,Comunidad,9,Cataluña,98,CATALUÑA,144770.0,241706.0,"2949,31",64361.0,17905.0,"1339,16",7822.0,6200.0,"1145,95",,residential,,,,,,,
2007.0,1,Provincia,9,Cataluña,8,Barcelona,90606.0,275698.0,"3404,83",43218.0,19518.0,"1505,13",4568.0,7101.0,"1315,47",,residential,,,,,,,
2007.0,1,Provincia,9,Cataluña,17,Girona,21684.0,212957.0,"2466,12",9521.0,16228.0,"1101,01",1138.0,4946.0,"920,80",,residential,,,,,,,
2007.0,1,Provincia,9,Cataluña,25,Lleida,10039.0,149767.0,"1681,76",4792.0,14281.0,"1044,89",933.0,4228.0,"852,28",,residential,,,,,,,
2007.0,1,Provincia,9,Cataluña,43,Tarragona,22441.0,173229.0,"2137,91",6830.0,14591.0,"1030,28",1183.0,5657.0,"968,79",,residential,,,,,,,
2007.0,1,Comunidad,10,Comunitat Valenciana,98,COMUNITAT VALENCIANA,131966.0,139671.0,"1499,41",43681.0,14087.0,"1061,20",9670.0,5156.0,"828,49",,residential,,,,,,,
2007.0,1,Provincia,10,Comunitat Valenciana,3,Alicante / Alacant,62189.0,129673.0,"1461,91",18605.0,13267.0,"939,91",4416.0,5995.0,"841,53",,residential,,,,,,,
2007.0,1,Provincia,10,Comunitat Valenciana,12,Castellón / Castelló,16164.0,147749.0,"1694,89",5242.0,11840.0,"955,78",1188.0,4774.0,"749,12",,residential,,,,,,,
2007.0,1,Provincia,10,Comunitat Valenciana,46,Valencia / València,53613.0,149540.0,"1479,18",19834.0,15402.0,"1201,47",4066.0,4457.0,"837,54",,residential,,,,,,,
2007.0,1,Comunidad,11,Extremadura,98,EXTREMADURA,16112.0,88365.0,"852,58",3298.0,11463.0,"721,71",984.0,4608.0,"703,82",,residential,,,,,,,
2007.0,1,Provincia,11,Extremadura,6,Badajoz,10366.0,89081.0,"860,73",2127.0,11845.0,"739,21",677.0,4374.0,"702,41",,residential,,,,,,,
2007.0,1,Provincia,11,Extremadura,10,Cáceres,5746.0,87093.0,"838,07",1171.0,10723.0,"687,78",307.0,5067.0,"706,57",,residential,,,,,,,
2007.0,1,Comunidad,12,Galicia,98,GALICIA,36745.0,113824.0,"1332,40",16167.0,13402.0,"1057,43",5477.0,4441.0,"827,56",,residential,,,,,,,
2007.0,1,Provincia,12,Galicia,15,A Coruña,16041.0,110501.0,"1291,18",6035.0,13878.0,"1143,75",2224.0,3904.0,"801,33",,residential,,,,,,,
2007.0,1,Provincia,12,Galicia,27,Lugo,4622.0,92453.0,"1060,76",2227.0,11728.0,"930,28",505.0,4879.0,"848,66",,residential,,,,,,,
2007.0,1,Provincia,12,Galicia,32,Ourense,4054.0,86592.0,"893,63",2482.0,10821.0,"752,65",642.0,3651.0,"678,40",,residential,,,,,,,
2007.0,1,Provincia,12,Galicia,36,Pontevedra,12028.0,131848.0,"1586,78",5423.0,14919.0,"1172,44",2106.0,5218.0,"904,24",,residential,,,,,,,
2007.0,1,Comunidad,13,Comunidad de Madrid,98,COMUNIDAD DE MADRID,96179.0,266876.0,"2950,96",45560.0,22601.0,"1540,74",5112.0,7905.0,"1340,66",,residential,,,,,,,
2007.0,1,Provincia,13,Comunidad de Madrid,28,Madrid,96179.0,266876.0,"2950,96",45560.0,22601.0,"1540,74",5112.0,7905.0,"1340,66",,residential,,,,,,,
2007.0,1,Comunidad,14,Región de Murcia,98,REGIÓN DE MURCIA,33675.0,122390.0,"1274,01",9683.0,13624.0,"854,78",1788.0,4038.0,"737,18",,residential,,,,,,,
2007.0,1,Provincia,14,Región de Murcia,30,Murcia,33675.0,122390.0,"1274,01",9683.0,13624.0,"854,78",1788.0,4038.0,"737,18",,residential,,,,,,,
2007.0,1,Comunidad,15,C. Foral de Navarra,98,C. FORAL DE NAVARRA,10629.0,187112.0,"1972,44",3394.0,17603.0,"1146,04",1361.0,8847.0,"1197,55",,residential,,,,,,,
2007.0,1,Provincia,15,C. Foral de Navarra,31,Navarra,10629.0,187112.0,"1972,44",3394.0,17603.0,"1146,04",1361.0,8847.0,"1197,55",,residential,,,,,,,
2007.0,1,Comunidad,16,País Vasco,98,PAÍS VASCO,29673.0,253544.0,"3098,94",17941.0,25295.0,"1622,71",4966.0,11256.0,"1476,23",,residential,,,,,,,
2007.0,1,Provincia,16,País Vasco,1,Araba / Álava,4376.0,242272.0,"2556,45",2494.0,21056.0,"1466,67",302.0,10859.0,"1420,18",,residential,,,,,,,
2007.0,1,Provincia,16,País Vasco,20,Gipuzkoa,9487.0,262966.0,"3304,41",5270.0,24588.0,"1388,59",1051.0,12571.0,"1366,46",,residential,,,,,,,
2007.0,1,Provincia,16,País Vasco,48,Bizkaia,15810.0,250370.0,"3088,91",10177.0,26456.0,"1790,66",3613.0,10879.0,"1513,61",,residential,,,,,,,
2007.0,1,Comunidad,17,La Rioja,98,LA RIOJA,7389.0,148895.0,"1641,62",2822.0,14163.0,"1035,45",450.0,5653.0,"860,03",,residential,,,,,,,
2007.0,1,Provincia,17,La Rioja,26,La Rioja,7389.0,148895.0,"1641,62",2822.0,14163.0,"1035,45",450.0,5653.0,"860,03",,residential,,,,,,,
2007.0,1,Comunidad,18,Ceuta,98,CEUTA,576.0,137125.0,"1549,21",352.0,13587.0,"916,70",49.0,3907.0,"721,03",,residential,,,,,,,
2007.0,1,Provincia,18,Ceuta,51,Ceuta,576.0,137125.0,"1549,21",352.0,13587.0,"916,70",49.0,3907.0,"721,03",,residential,,,,,,,
2007.0,1,Comunidad,19,Melilla,98,MELILLA,660.0,114276.0,"1204,20",260.0,13718.0,"755,48",30.0,5842.0,"1428,55",,residential,,,,,,,
2007.0,1,Provincia,19,Melilla,52,Melilla,660.0,114276.0,"1204,20",260.0,13718.0,"755,48",30.0,5842.0,"1428,55",,residential,,,,,,,
2007.0,2,Nacional,99,ESPAÑA,99,ESPAÑA,866404.0,177251.0,"1979,42",341657.0,17203.0,"1184,80",66575.0,6134.0,"1004,52",,residential,,,,,,,
2007.0,2,Comunidad,1,Andalucía,98,ANDALUCÍA,175344.0,143292.0,"1486,13",59595.0,16394.0,"935,43",10774.0,6140.0,"923,92",,residential,,,,,,,
2007.0,2,Provincia,1,Andalucía,4,Almería,21446.0,128439.0,"1475,86",6803.0,14927.0,"909,63",1037.0,4349.0,"729,58",,residential,,,,,,,
2007.0,2,Provincia,1,Andalucía,11,Cádiz,26182.0,146218.0,"1476,17",6905.0,15927.0,"933,21",1063.0,5871.0,"942,35",,residential,,,,,,,
2007.0,2,Provincia,1,Andalucía,14,Córdoba,11860.0,123205.0,"1228,48",5008.0,15200.0,"804,45",482.0,6515.0,"837,10",,residential,,,,,,,
2007.0,2,Provincia,1,Andalucía,18,Granada,17259.0,127461.0,"1307,36",7236.0,14552.0,"794,91",1197.0,4999.0,"731,94",,residential,,,,,,,
2007.0,2,Provincia,1,Andalucía,21,Huelva,11219.0,139626.0,"1472,00",2488.0,16594.0,"1002,47",633.0,5661.0,"948,44",,residential,,,,,,,
2007.0,2,Provincia,1,Andalucía,23,Jaén,9935.0,98325.0,"936,49",3041.0,11135.0,"782,15",594.0,6062.0,"840,64",,residential,,,,,,,
2007.0,2,Provincia,1,Andalucía,29,Málaga,43733.0,174293.0,"1819,83",16994.0,18423.0,"972,40",3888.0,7139.0,"1025,31",,residential,,,,,,,
2007.0,2,Provincia,1,Andalucía,41,Sevilla,33710.0,138287.0,"1380,45",11120.0,17769.0,"1079,33",1880.0,6179.0,"980,80",,residential,,,,,,,
2007.0,2,Comunidad,2,Aragón,98,ARAGÓN,22803.0,178395.0,"2148,32",9434.0,17000.0,"1214,21",4094.0,5437.0,"959,71",,residential,,,,,,,
2007.0,2,Provincia,2,Aragón,22,Huesca,5430.0,149383.0,"1866,37",3310.0,13951.0,"934,01",1835.0,4180.0,"741,98",,residential,,,,,,,
2007.0,2,Provincia,2,Aragón,44,Teruel,2111.0,100390.0,"1000,66",530.0,15245.0,"1146,89",179.0,4388.0,"713,52",,residential,,,,,,,
2007.0,2,Provincia,2,Aragón,50,Zaragoza,15262.0,196514.0,"2366,36",5594.0,18922.0,"1382,31",2080.0,6531.0,"1153,78",,residential,,,,,,,
2007.0,2,Comunidad,3,Principado de Asturias,98,PRINCIPADO DE ASTURIAS,18900.0,127437.0,"1576,76",10696.0,13219.0,"968,22",2931.0,4797.0,"873,77",,residential,,,,,,,
2007.0,2,Provincia,3,Principado de Asturias,33,Asturias,18900.0,127437.0,"1576,76",10696.0,13219.0,"968,22",2931.0,4797.0,"873,77",,residential,,,,,,,
2007.0,2,Comunidad,4,Illes Balears,98,ILLES BALEARS,24927.0,185816.0,"2065,17",10159.0,16588.0,"1355,18",1776.0,5236.0,"999,52",,residential,,,,,,,
2007.0,2,Provincia,4,Illes Balears,7,Illes Balears,24927.0,185816.0,"2065,17",10159.0,16588.0,"1355,18",1776.0,5236.0,"999,52",,residential,,,,,,,
2007.0,2,Comunidad,5,Canarias,98,CANARIAS,40277.0,129852.0,"1613,94",11992.0,16090.0,"1107,03",2132.0,4843.0,"924,58",,residential,,,,,,,
2007.0,2,Provincia,5,Canarias,35,Las Palmas,19606.0,127354.0,"1598,94",5329.0,18666.0,"1240,31",1129.0,5105.0,"1029,01",,residential,,,,,,,
2007.0,2,Provincia,5,Canarias,38,Santa Cruz de Tenerife,20671.0,131985.0,"1626,74",6663.0,13891.0,"993,28",1003.0,4527.0,"798,31",,residential,,,,,,,
2007.0,2,Comunidad,6,Cantabria,98,CANTABRIA,11629.0,162334.0,"1843,09",5373.0,16013.0,"962,69",1233.0,7188.0,"1017,65",,residential,,,,,,,
2007.0,2,Provincia,6,Cantabria,39,Cantabria,11629.0,162334.0,"1843,09",5373.0,16013.0,"962,69",1233.0,7188.0,"1017,65",,residential,,,,,,,
2007.0,2,Comunidad,7,Castilla y León,98,CASTILLA Y LEÓN,45877.0,137947.0,"1409,34",18944.0,14478.0,"1023,44",3487.0,5324.0,"879,37",,residential,,,,,,,
2007.0,2,Provincia,7,Castilla y León,5,Ávila,2976.0,110378.0,"1131,44",875.0,10471.0,"734,32",157.0,3586.0,"628,63",,residential,,,,,,,
2007.0,2,Provincia,7,Castilla y León,9,Burgos,7163.0,158443.0,"1677,79",3495.0,16988.0,"1194,88",931.0,7725.0,"1180,98",,residential,,,,,,,
2007.0,2,Provincia,7,Castilla y León,24,León,8987.0,114829.0,"1171,80",3933.0,10209.0,"827,35",374.0,4428.0,"585,33",,residential,,,,,,,
2007.0,2,Provincia,7,Castilla y León,34,Palencia,2385.0,114688.0,"1127,58",484.0,16573.0,"1082,09",220.0,4935.0,"984,52",,residential,,,,,,,
2007.0,2,Provincia,7,Castilla y León,37,Salamanca,6494.0,130941.0,"1392,30",3130.0,19016.0,"1197,51",348.0,5723.0,"899,77",,residential,,,,,,,
2007.0,2,Provincia,7,Castilla y León,40,Segovia,3175.0,148607.0,"1438,85",899.0,13273.0,"877,19",223.0,4223.0,"772,14",,residential,,,,,,,
2007.0,2,Provincia,7,Castilla y León,42,Soria,1825.0,129885.0,"1376,01",1125.0,13041.0,"853,08",187.0,3858.0,"644,72",,residential,,,,,,,
2007.0,2,Provincia,7,Castilla y León,47,Valladolid,9829.0,171552.0,"1719,85",3731.0,15837.0,"1148,70",692.0,4995.0,"873,50",,residential,,,,,,,
2007.0,2,Provincia,7,Castilla y León,49,Zamora,3043.0,116886.0,"1127,22",1272.0,10462.0,"837,78",355.0,3839.0,"754,37",,residential,,,,,,,
2007.0,2,Comunidad,8,Castilla-La Mancha,98,CASTILLA-LA MANCHA,38591.0,136422.0,"1224,56",9236.0,12511.0,"833,30",2570.0,4765.0,"784,39",,residential,,,,,,,
2007.0,2,Provincia,8,Castilla-La Mancha,2,Albacete,6301.0,106361.0,"1046,73",2451.0,12039.0,"877,81",801.0,4534.0,"808,66",,residential,,,,,,,
2007.0,2,Provincia,8,Castilla-La Mancha,13,Ciudad Real,8463.0,100276.0,"988,79",2930.0,12572.0,"758,17",647.0,3933.0,"722,76",,residential,,,,,,,
2007.0,2,Provincia,8,Castilla-La Mancha,16,Cuenca,3804.0,107615.0,"1049,47",768.0,11007.0,"791,65",196.0,5967.0,"773,65",,residential,,,,,,,
2007.0,2,Provincia,8,Castilla-La Mancha,19,Guadalajara,6125.0,177358.0,"1607,68",1216.0,13424.0,"830,73",292.0,6499.0,"939,92",,residential,,,,,,,
2007.0,2,Provincia,8,Castilla-La Mancha,45,Toledo,13898.0,158159.0,"1303,14",1871.0,12914.0,"917,48",634.0,4573.0,"737,97",,residential,,,,,,,
2007.0,2,Comunidad,9,Cataluña,98,CATALUÑA,136889.0,242495.0,"2942,84",63535.0,18122.0,"1357,52",8128.0,6147.0,"1163,79",,residential,,,,,,,
2007.0,2,Provincia,9,Cataluña,8,Barcelona,83777.0,278073.0,"3414,55",42092.0,19783.0,"1528,62",4628.0,7064.0,"1339,44",,residential,,,,,,,
2007.0,2,Provincia,9,Cataluña,17,Girona,20835.0,216802.0,"2508,02",9287.0,16595.0,"1127,64",1209.0,5219.0,"980,52",,residential,,,,,,,
2007.0,2,Provincia,9,Cataluña,25,Lleida,10024.0,154873.0,"1724,05",5189.0,14465.0,"1059,03",1068.0,3916.0,"799,47",,residential,,,,,,,
2007.0,2,Provincia,9,Cataluña,43,Tarragona,22253.0,173255.0,"2135,04",6967.0,14717.0,"1042,19",1223.0,5740.0,"1030,74",,residential,,,,,,,
2007.0,2,Comunidad,10,Comunitat Valenciana,98,COMUNITAT VALENCIANA,125534.0,143518.0,"1530,72",42835.0,14631.0,"1098,32",10040.0,5348.0,"852,70",,residential,,,,,,,
2007.0,2,Provincia,10,Comunitat Valenciana,3,Alicante / Alacant,59990.0,132436.0,"1478,25",19014.0,13685.0,"978,70",4655.0,6017.0,"838,51",,residential,,,,,,,
2007.0,2,Provincia,10,Comunitat Valenciana,12,Castellón / Castelló,14939.0,148030.0,"1690,12",4938.0,12379.0,"965,42",1124.0,4812.0,"785,45",,residential,,,,,,,
2007.0,2,Provincia,10,Comunitat Valenciana,46,Valencia / València,50605.0,155970.0,"1544,01",18883.0,16133.0,"1250,98",4261.0,4847.0,"883,69",,residential,,,,,,,
2007.0,2,Comunidad,11,Extremadura,98,EXTREMADURA,15830.0,88413.0,"851,22",3281.0,11421.0,"712,59",943.0,4542.0,"691,98",,residential,,,,,,,
2007.0,2,Provincia,11,Extremadura,6,Badajoz,9619.0,86536.0,"823,28",1801.0,11927.0,"736,88",583.0,4603.0,"727,32",,residential,,,,,,,
2007.0,2,Provincia,11,Extremadura,10,Cáceres,6211.0,91101.0,"891,26",1480.0,10792.0,"682,36",360.0,4462.0,"645,82",,residential,,,,,,,
2007.0,2,Comunidad,12,Galicia,98,GALICIA,35082.0,118804.0,"1383,74",16515.0,14189.0,"1096,13",5416.0,4499.0,"829,73",,residential,,,,,,,
2007.0,2,Provincia,12,Galicia,15,A Coruña,15009.0,118005.0,"1364,14",5796.0,13988.0,"1157,38",2132.0,3980.0,"810,62",,residential,,,,,,,
2007.0,2,Provincia,12,Galicia,27,Lugo,4529.0,97448.0,"1107,73",2341.0,11455.0,"916,55",547.0,4842.0,"855,57",,residential,,,,,,,
2007.0,2,Provincia,12,Galicia,32,Ourense,3837.0,87849.0,"901,68",2647.0,11653.0,"796,54",673.0,3306.0,"654,78",,residential,,,,,,,
2007.0,2,Provincia,12,Galicia,36,Pontevedra,11707.0,135256.0,"1629,61",5731.0,16976.0,"1270,92",2064.0,5421.0,"908,64",,residential,,,,,,,
2007.0,2,Comunidad,13,Comunidad de Madrid,98,COMUNIDAD DE MADRID,92153.0,272108.0,"2989,25",45629.0,22443.0,"1552,08",4807.0,8072.0,"1376,16",,residential,,,,,,,
2007.0,2,Provincia,13,Comunidad de Madrid,28,Madrid,92153.0,272108.0,"2989,25",45629.0,22443.0,"1552,08",4807.0,8072.0,"1376,16",,residential,,,,,,,
2007.0,2,Comunidad,14,Región de Murcia,98,REGIÓN DE MURCIA,33949.0,125087.0,"1301,42",10018.0,14330.0,"896,96",1725.0,3890.0,"752,34",,residential,,,,,,,
2007.0,2,Provincia,14,Región de Murcia,30,Murcia,33949.0,125087.0,"1301,42",10018.0,14330.0,"896,96",1725.0,3890.0,"752,34",,residential,,,,,,,
2007.0,2,Comunidad,15,C. Foral de Navarra,98,C. FORAL DE NAVARRA,10675.0,190491.0,"1967,20",3438.0,17182.0,"1123,96",1370.0,8796.0,"1146,05",,residential,,,,,,,
2007.0,2,Provincia,15,C. Foral de Navarra,31,Navarra,10675.0,190491.0,"1967,20",3438.0,17182.0,"1123,96",1370.0,8796.0,"1146,05",,residential,,,,,,,
2007.0,2,Comunidad,16,País Vasco,98,PAÍS VASCO,28875.0,261567.0,"3186,88",17591.0,26207.0,"1683,33",4720.0,11264.0,"1536,30",,residential,,,,,,,
2007.0,2,Provincia,16,País Vasco,1,Araba / Álava,4535.0,240785.0,"2542,94",2293.0,20646.0,"1426,38",204.0,9115.0,"1199,66",,residential,,,,,,,
2007.0,2,Provincia,16,País Vasco,20,Gipuzkoa,8985.0,271580.0,"3413,54",5228.0,25327.0,"1452,97",1008.0,12539.0,"1475,45",,residential,,,,,,,
2007.0,2,Provincia,16,País Vasco,48,Bizkaia,15355.0,260188.0,"3191,37",10070.0,27537.0,"1860,89",3508.0,10934.0,"1566,68",,residential,,,,,,,
2007.0,2,Comunidad,17,La Rioja,98,LA RIOJA,7744.0,150753.0,"1674,79",2748.0,14724.0,"1081,33",374.0,6448.0,"798,39",,residential,,,,,,,
2007.0,2,Provincia,17,La Rioja,26,La Rioja,7744.0,150753.0,"1674,79",2748.0,14724.0,"1081,33",374.0,6448.0,"798,39",,residential,,,,,,,
2007.0,2,Comunidad,18,Ceuta,98,CEUTA,526.0,142721.0,"1595,12",323.0,14706.0,"970,53",39.0,4837.0,"905,69",,residential,,,,,,,
2007.0,2,Provincia,18,Ceuta,51,Ceuta,526.0,142721.0,"1595,12",323.0,14706.0,"970,53",39.0,4837.0,"905,69",,residential,,,,,,,
2007.0,2,Comunidad,19,Melilla,98,MELILLA,799.0,124856.0,"1267,76",315.0,14530.0,"764,57",16.0,6279.0,"1418,66",,residential,,,,,,,
2007.0,2,Provincia,19,Melilla,52,Melilla,799.0,124856.0,"1267,76",315.0,14530.0,"764,57",16.0,6279.0,"1418,66",,residential,,,,,,,
2007.0,3,Nacional,99,ESPAÑA,99,ESPAÑA,830605.0,180286.0,"1998,52",336800.0,17479.0,"1198,43",65394.0,6270.0,"1019,15",,residential,,,,,,,
2007.0,3,Comunidad,1,Andalucía,98,ANDALUCÍA,173527.0,146940.0,"1520,62",58207.0,16374.0,"933,41",10639.0,6313.0,"949,14",,residential,,,,,,,
2007.0,3,Provincia,1,Andalucía,4,Almería,21655.0,131343.0,"1492,17",7106.0,13104.0,"830,58",1040.0,4681.0,"754,55",,residential,,,,,,,
2007.0,3,Provincia,1,Andalucía,11,Cádiz,25042.0,154529.0,"1552,74",6685.0,16992.0,"995,70",1165.0,6016.0,"972,28",,residential,,,,,,,
2007.0,3,Provincia,1,Andalucía,14,Córdoba,11705.0,131370.0,"1283,35",5372.0,15386.0,"790,05",466.0,7226.0,"904,66",,residential,,,,,,,
2007.0,3,Provincia,1,Andalucía,18,Granada,16534.0,130736.0,"1349,83",6929.0,15269.0,"848,71",1185.0,5344.0,"795,29",,residential,,,,,,,
2007.0,3,Provincia,1,Andalucía,21,Huelva,11323.0,138308.0,"1463,02",2494.0,16252.0,"989,37",641.0,5886.0,"975,35",,residential,,,,,,,
2007.0,3,Provincia,1,Andalucía,23,Jaén,10114.0,99774.0,"952,48",3068.0,11296.0,"796,54",604.0,6042.0,"855,81",,residential,,,,,,,
2007.0,3,Provincia,1,Andalucía,29,Málaga,43259.0,178525.0,"1852,76",16308.0,18736.0,"1003,69",3690.0,7448.0,"1061,33",,residential,,,,,,,
2007.0,3,Provincia,1,Andalucía,41,Sevilla,33895.0,139448.0,"1410,49",10245.0,17508.0,"1022,87",1848.0,5950.0,"960,21",,residential,,,,,,,
2007.0,3,Comunidad,2,Aragón,98,ARAGÓN,21805.0,178040.0,"2127,75",9539.0,16879.0,"1187,77",4021.0,5443.0,"993,67",,residential,,,,,,,
2007.0,3,Provincia,2,Aragón,22,Huesca,5211.0,148284.0,"1843,06",3476.0,14037.0,"966,50",1844.0,3999.0,"753,01",,residential,,,,,,,
2007.0,3,Provincia,2,Aragón,44,Teruel,2150.0,97940.0,"1017,20",441.0,14444.0,"1086,51",130.0,6932.0,"970,67",,residential,,,,,,,
2007.0,3,Provincia,2,Aragón,50,Zaragoza,14444.0,197900.0,"2357,89",5622.0,18836.0,"1333,78",2047.0,6638.0,"1206,05",,residential,,,,,,,
